transaction_id,user_id,merchant_id,amount,timestamp,description,device_id,ip_address,location,session_duration,authentication_attempts,receiver_account_age,receiver_transaction_history,transaction_amount_vs_sender_history,geographic_disparity,transaction_time_of_day,merchant_category_code,session_source,url_referrer,time_between_link_click_and_transaction,unusual_device_flag,unusual_ip_flag,unusual_location_flag,dns_lookup_age,recent_app_installs,input_timing_consistency,app_switching_frequency,keyboard_input_speed,input_pause_patterns,permissions_granted,screen_active_time,geographic_location_vs_ip,background_data_usage,recognized_screen_sharing_apps,authentication_attempt_count,time_between_otp_generation_and_input,pin_entry_method,pin_entry_speed,unusual_transaction_amount_flag,otp_request_frequency,otp_request_device_consistency,transaction_velocity,failed_transaction_count,authorization_method,transaction_type,request_description,request_description_keywords,request_amount_roundness,request_frequency,request_acceptance_rate,time_to_respond_to_request,time_pressure_indicators,requester_account_age,relationship_to_requester,upi_handle_age,handle_similarity_score,handle_contains_official_terms,handle_typo_analysis,handle_transaction_history,business_name_match,social_media_presence,handle_registration_pattern,handle_to_description_consistency,handle_verification_status,is_fraud
2d000434-35e1-43c0-85d6-5ff035ba2a86,rebecca08,5071a896-91c0-4242-9e67-92cc20af37d1,8313.615976,44:41.8,"Payment to Thomas, Hines and Smith for bill",9fe92914-c926-4ec0-afde-3f49e228c43e,120.39.125.123,"(-21.9412285, 151.189197)",65,1,0,19,2.062498125,4737.305065,19,retail,app,,0,0,0,0,0,[],0.857531429,0,0.594083711,0.182730454,[],301,4737.305065,0.379374937,[],1,0,manual,1.357762405,0,0,1,0,0,pin,payment,,[],1.000046192,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
9ae25602-c7cb-4641-82e0-c8c64cecb42f,randy51,77da7513-8641-4aaf-808d-8ca00656bb30,5096.351389,31:43.2,Payment to Shields-Potter for products,959b90ba-6031-4ad3-888a-205d482d70ee,194.29.66.219,"(74.5814915, -136.930963)",224,1,19,7,1.563267812,18174.62513,18,services,app,,0,0,0,0,0,[],0.907017141,1,1.017387207,0.082932313,[],362,18174.62513,0.124291405,[],1,0,manual,1.795669106,0,0,1,0,0,pin,payment,,[],0.999931051,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
3c68b739-8704-4292-a101-40c90bec34de,douglasjames,9d128bed-471f-48f5-a656-3f91bd878eef,3886.031091,07:23.1,Payment to Jackson-Atkinson for services,021e7a27-446c-4900-bed2-e0c5f55e1016,118.233.66.156,"(28.024417, -25.075664)",202,1,76,12,2.075549711,2762.395454,15,food,app,,0,0,0,0,0,[],0.878634357,2,0.83222876,0.166631442,[],357,2762.395454,0.333942425,[],1,0,manual,1.118039091,0,0,1,0,0,pin,payment,,[],0.999991999,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
af33f3ac-9c62-4c44-b873-7e901d13e78a,sburke,9659723f-9849-4a14-afa8-c1e2623e3df6,1832.847527,35:18.0,"Payment to Vaughn, Brown and Huerta for bill",070b52eb-f3ab-4011-bf55-9709dc248751,122.55.187.218,"(-6.0528045, -87.416354)",239,1,200,25,1.412702962,15063.05467,16,food,app,,0,0,0,0,0,[],0.95513579,2,0.538406635,0.069779058,[],567,15063.05467,0.332874619,[],1,0,manual,0.509868187,0,0,1,0,0,pin,payment,,[],1.000083189,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
525c27b5-f0bb-465f-9cc6-46221d1d93ee,cruzmary,e5e61ec4-0e89-42e4-be02-f87df82a4eaf,2809.730931,19:57.9,"Payment to Lowery, Monroe and Kelly for bill",345e0b77-3f55-4845-bc6d-13bf98aee11b,141.136.83.100,"(-21.9377845, 118.283233)",132,1,77,16,2.469964193,19161.03601,10,entertainment,app,,0,0,0,0,0,[],0.908239179,0,1.483902416,0.021407109,[],283,19161.03601,0.374017164,[],1,0,manual,1.223618233,0,0,1,0,0,pin,payment,,[],1.000095763,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
1789d820-3c42-4027-830a-b3e5972c5ca4,sarah26,4a015d1d-9400-46c6-8d89-7d06877762ec,1971.147758,28:24.0,"Payment to Kim, Meza and Lee for bill",0b417fee-2fb6-44e6-a37f-57ddf4be0d57,29.42.223.156,"(16.1643085, 74.053652)",290,1,87,19,0.846376539,6176.082691,12,entertainment,app,,0,0,0,0,0,[],0.841893792,0,1.425742614,0.094186583,[],173,6176.082691,0.40800393,[],1,0,manual,1.440867901,0,0,1,0,0,pin,payment,,[],0.99992504,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
4db22c11-801a-40d5-ad02-06a5b5e9aeb5,mwilcox,3c148a77-7fc4-4ecb-9051-e2587c8f417d,2378.362545,30:36.9,Payment to Johnston Inc for bill,112a7688-8428-4a45-9b59-0edf35084dd6,165.133.191.249,"(78.0321985, 137.188268)",53,1,357,25,1.982031575,6562.985912,8,food,app,,0,0,0,0,0,[],0.944635582,0,0.927514859,0.044755091,[],197,6562.985912,0.144147104,[],1,0,manual,1.553163654,0,0,1,0,0,pin,payment,,[],0.999847565,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
d61f3ef0-0065-4fbc-9fe5-8dcb5df35bc2,johnrodriguez,eb7efa90-5c7e-487a-86ce-f3f90c2e0061,7046.355041,10:00.4,Payment via link: https://www.moore-ward.net/appindex.php,53fc84c1-3637-4800-87c7-a81c4975bfa9,53.194.79.147,"(-61.288882, 115.891423)",9,1,0,5,1.251616303,12974.41042,7,unknown,link,https://www.moore-ward.net/appindex.php,27,1,1,1,3,[],0.589537144,1,0.451062564,0.237843477,[],205,14390.53998,0.644768603,[],2,0,manual,1.516819951,0,0,0,0,0,pin,payment,,[],0.660012237,0,0.0,0,3,0,unknown,0,0.0,0,none,0,none,none,none,0,unverified,1
cacd3356-8c50-43b8-b0ed-d0f4d3b7c4a2,nmorgan,afaac4ec-5e65-401c-a0da-8120e6b85671,3828.045827,48:35.0,"Payment to Gonzalez, Matthews and Reynolds for services",3fbe59f0-78b8-4238-bd12-63985599f0f6,9.31.34.49,"(65.5643025, -110.752501)",243,1,41,27,37.24428224,5177.216554,5,entertainment,app,,0,0,0,0,0,[],0.805733518,2,0.73837002,0.103469507,[],370,5177.216554,0.158979712,[],1,0,manual,1.191316543,0,0,1,0,0,pin,payment,,[],0.999988029,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
64d07d05-9dcb-4bb0-adf7-6bead159a2db,ehurst,e703db24-a81e-45e7-a42f-d72aa1731360,3263.18274,04:54.1,Payment to Mccullough-Perez for services,1dd75e8c-ff78-4e5b-b8d3-6c19b31ea5c6,172.200.106.245,"(60.473041, -77.338567)",40,1,60,56,1.140548658,4957.992952,12,services,app,,0,0,0,0,0,[],0.944163246,1,1.494730169,0.012816603,[],319,4957.992952,0.408555661,[],1,0,manual,1.119091807,0,0,1,0,0,pin,payment,,[],0.999943999,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
37df7961-2c15-4c85-bc41-6870eec24b6d,petersmary,b43b02ef-f26d-486d-a7e5-e0b9ed5d397e,1258.317888,47:02.5,"Payment to Ross, Griffith and Ward for services",98276a46-2142-4fb9-95a1-fa1b7e6963d7,136.35.199.105,"(-29.3926675, -62.609061)",150,1,59,9,0.366129363,14421.44994,2,retail,app,,0,0,0,0,0,[],0.832102376,1,1.055209731,0.010815828,[],424,14421.44994,0.174099305,[],1,0,manual,1.067519765,0,0,1,0,0,pin,payment,,[],0.999747371,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
43f8d7cf-1c13-4652-8acc-f29f778ba734,gthomas,d5f9e74d-6df7-44b7-9034-d437b0e9a25e,2716.840462,46:19.2,Payment to Murillo-Odom for products,54de6b0b-49c8-4dcb-8cd1-0abe851e50d9,200.237.94.114,"(67.4022, -138.531609)",119,1,395,77,0.578170794,18858.89431,16,food,app,,0,0,0,0,0,[],0.961477015,2,0.986017448,0.006905557,[],553,18858.89431,0.169202241,[],1,0,manual,1.524099717,0,0,1,0,0,pin,payment,,[],1.000058722,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
b3bb59d2-9a25-4e27-973a-0069275cdfc7,njackson,8d7d2ca3-685b-4d90-8c80-16df24289ea6,4311.931847,31:37.6,Payment to Henderson LLC for products,00e4f9bc-e18a-40bd-b063-ed1b2a38c14f,170.112.203.122,"(-1.209111, 127.29532)",67,1,253,64,1.629234369,4380.621759,13,food,app,,0,0,0,0,0,[],0.805880338,1,1.492069044,0.003797861,[],492,4380.621759,0.361203968,[],1,0,manual,1.515161448,0,0,1,0,0,pin,payment,,[],1.000015806,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
af247c18-0f17-4173-9f1a-9fe3d714f8d5,ewilliams,9e58d48b-3905-485a-982a-40b856ea9ff1,5235.832806,17:24.6,OTP authentication payment,720d4dd4-77ee-4dc5-9fdd-232da74d3f5b,110.59.100.205,"(21.6542295, 17.472188)",94,5,0,8,3.202244555,12650.41287,5,unknown,app,,0,1,0,0,0,[],0.722869339,0,0.222324696,0.013962044,[],232,12683.40239,0.224668873,[],4,7,pasted,0.146653171,1,2,0,3,1,otp,payment,,[],2.529073674,0,0.0,0,1,0,unknown,0,0.0,0,none,0,none,none,none,0,unverified,1
73babf5b-5906-49bf-8d41-ab4d78d9b64a,cheryl27,0465b6a3-2a7b-4c48-80cf-7fbee7860d68,4077.320663,45:53.1,"Payment to Bruce, Henry and Lopez for products",9394b72f-f8de-4674-9331-42e909dc6ca8,169.49.158.250,"(57.4637475, -69.829087)",153,1,135,78,2.067171013,7177.119566,16,entertainment,app,,0,0,0,0,0,[],0.81741833,0,1.001379008,0.127531974,[],582,7177.119566,0.16015245,[],1,0,manual,1.50588996,0,0,1,0,0,pin,payment,,[],0.999921355,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
8a1d3219-b99a-4505-8ae3-85b7672cfee4,ljackson,0c875c41-0715-4e4c-a56a-d04047803f99,7436.546605,43:28.3,Payment to Andrews Group for products,11b9f04e-b380-4156-97c8-3843a3f7e7c9,69.59.126.160,"(-30.4812545, -115.922276)",40,1,52,12,1.581912735,17028.07786,8,utilities,app,,0,0,0,0,0,[],0.948175372,1,0.526329814,0.023043325,[],553,17028.07786,0.422843692,[],1,0,manual,0.702691411,0,0,1,0,0,pin,payment,,[],1.000060968,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
b0e518e7-fe53-4a63-93c7-ca628c163ce4,hcollins,8be24007-b3b8-4dc6-9c8e-6ada388000bb,5005.271891,04:58.0,"Payment to Higgins, Griffin and Wilson for products",3fc07ef9-0f10-42ed-8f0e-2536958afe5a,85.190.88.35,"(-19.9732695, -169.359165)",50,1,36,3,1.593308238,9873.937256,10,utilities,app,,0,0,0,0,0,[],0.858245921,1,0.648653729,0.167131691,[],324,9873.937256,0.462647935,[],1,0,manual,1.935983314,0,0,1,0,0,pin,payment,,[],0.999945679,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
b1a74bb9-17b2-4d36-9f1b-90b3cdc2e129,krystal04,bdfef546-b5ce-474c-8a9e-2f32b8ff5b0b,2145.670636,08:16.6,Payment to Mathews LLC for services,93b5b7e8-e2f4-4089-87ac-53223b46af0a,106.204.78.180,"(31.105403, 111.700089)",199,1,294,2,2.026142475,9524.691022,20,entertainment,app,,0,0,0,0,0,[],0.911989572,0,0.847585397,0.078940652,[],413,9524.691022,0.256866798,[],1,0,manual,0.801154627,0,0,1,0,0,pin,payment,,[],1.000153502,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
3da5ae3f-d0a4-4b0e-b527-206e7b9e8ecd,evansbill,3e5a7dad-d5c4-4bdd-9de9-02b907624896,2485.879411,07:07.3,Payment via link: http://acosta.info/main/listlogin.html,e1430114-edd6-42a1-a2fc-3addea01be8f,107.95.6.17,"(-69.961271, 47.987427)",13,1,0,2,2.251616688,11603.74587,6,unknown,link,http://acosta.info/main/listlogin.html,10,1,1,1,2,[],0.650636391,0,0.636671531,0.453473598,[],186,7268.758427,0.931003989,[],2,0,manual,0.859401563,0,0,0,0,0,pin,payment,,[],4.229368786,0,0.0,0,2,0,unknown,0,0.0,0,none,0,none,none,none,0,unverified,1
54f64d3c-020b-46a6-9f14-c5730dbaa7b0,melissastafford,15657b09-82d2-484f-abbf-09bf4627e7b3,8995.520849,45:19.3,"Payment to Francis, Lee and Pugh for services",11e1e57a-c99b-4672-9c8a-743abeaab8fc,38.174.212.233,"(-85.7026235, -52.327)",56,1,427,22,2.023741079,15959.15686,7,retail,app,,0,0,0,0,0,[],0.867839208,1,1.154747358,0.044828625,[],299,15959.15686,0.147594057,[],1,0,manual,0.53422051,0,0,1,0,0,pin,payment,,[],1.000053266,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
e3b2be07-c367-4fc4-8beb-396027829e81,heathercobb,24c8f055-5b6d-41ca-b87b-03bfba686850,2635.239436,22:24.0,Payment to Martin-Perry for services,babf63d7-8f47-417e-8e62-84a54d71443a,213.205.12.230,"(-82.894129, -148.328505)",228,1,2,8,1.121482371,7162.861341,17,retail,app,,0,0,0,0,0,[],0.933056661,0,0.843838356,0.158519499,[],206,7162.861341,0.226933948,[],1,0,manual,1.199288378,0,0,1,0,0,pin,payment,,[],0.999909141,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
e5f39f6e-c7b6-40a2-97bd-2da387148516,icooke,407b75fe-6c40-4ed2-9300-b9517a0227d9,8766.586449,12:40.6,Payment to Schultz-Owens for bill,982c8ce6-f825-42f3-bca8-63838e2442c9,14.134.123.178,"(-34.487131, 153.510763)",132,1,458,25,2.173827614,4387.023458,11,food,app,,0,0,0,0,0,[],0.97679875,0,0.896724114,0.079053199,[],440,4387.023458,0.236514346,[],1,0,manual,0.773797109,0,0,1,0,0,pin,payment,,[],1.000047174,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
6e2a3899-98e7-4fdb-8d14-cfe8e78a4b29,adam76,883c8963-904b-48e1-a817-37157985a847,6466.036626,14:48.2,"Payment to Baird, Nash and Rogers for products",fa9f75b4-f5f0-45d7-a1ff-c9e5385648d8,154.95.50.38,"(-85.485172, -50.544247)",271,1,14,51,1.613338608,7877.671874,7,retail,app,,0,0,0,0,0,[],0.872725998,1,0.859104586,0.175928662,[],385,7877.671874,0.342304072,[],1,0,manual,0.717704923,0,0,1,0,0,pin,payment,,[],0.999994336,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
5d7e5028-4347-4a63-8897-299c1ec981de,evanscarol,1cb3e29e-739b-44c7-8341-e9e711795fd5,9723.093184,53:00.8,Payment to Lawso_clone,96e282ac-d653-49e3-a1d4-bf2152a19622,73.237.139.79,"(55.1109865, 63.758942)",159,1,0,1,3.000457692,11987.02114,6,services,app,,0,0,0,0,0,[],0.918525293,1,1.326305374,0.101541429,[],287,11987.02114,0.129334778,[],1,0,manual,1.490723041,0,0,1,0,0,pin,payment,,[],0.999990416,0,0.0,0,0,0,unknown,0,0.0,0,typo_squatting,4,Lawson LLC,none,recent,1,unverified,1
4c152711-e9ce-461b-9ad3-84c0b17c819d,xbeard,c6795650-6b8e-4625-bca0-2dd95aa58040,9184.986215,24:05.8,Payment via link: http://www.ingram.com/tags/app/mainprivacy.php,6276d6a2-e840-4e86-b4b7-175b5815e612,1.68.36.208,"(-44.9562105, -11.07507)",20,1,0,3,0.9744475,18913.96637,3,unknown,link,http://www.ingram.com/tags/app/mainprivacy.php,19,1,1,1,5,[],0.521514844,1,0.33275616,0.222137653,[],215,4451.387,0.99155749,[],3,0,manual,0.553253352,0,0,0,0,0,pin,payment,,[],0.79593208,0,0.0,0,2,0,unknown,0,0.0,0,none,0,none,none,none,0,unverified,1
a41da122-ec58-446d-b81a-1f18938aca00,brownkaren,e2d69aa0-4a28-4208-add4-02e163330285,5855.391554,26:31.3,Payment to Torres-Mcintyre for services,05a57aef-9f7b-4ea2-bece-c9229baa3340,184.27.40.82,"(52.899374, -130.663102)",73,1,219,5,2.097181105,1058.099903,23,food,app,,0,0,0,0,0,[],0.80693691,1,0.589695638,0.079980863,[],148,1058.099903,0.384961127,[],1,0,manual,1.228967518,0,0,1,0,0,pin,payment,,[],0.999933129,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
03b299b8-1324-471c-92e2-2ffdaf3686ea,wardjoel,d4545c67-d411-46f0-ac03-9e1051635852,1658.345803,06:15.6,"Payment to Stewart, Moore and Griffin for products",16e2f103-0a58-47ce-8973-25bb7c927f48,223.58.42.123,"(21.957452, 176.40889)",187,1,90,14,0.585490459,2004.778017,20,retail,app,,0,0,0,0,0,[],0.917769889,1,0.850388657,0.066039235,[],492,2004.778017,0.02869621,[],1,0,manual,0.561170705,0,0,1,0,0,pin,payment,,[],0.999791477,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
e9cd555a-ee0a-4c07-aa43-3dc3e82930d4,evanscarol,bae527d2-54ba-4c82-87a9-a6917b4fe427,3474.290218,07:26.1,"Payment to Galloway, Livingston and Alvarado for services",96e282ac-d653-49e3-a1d4-bf2152a19622,55.39.53.194,"(11.7044785, -173.70654)",244,1,492,95,1.072134208,19719.78273,2,services,app,,0,0,0,0,0,[],0.954802949,0,1.457617018,0.034170914,[],515,19719.78273,0.061388314,[],1,0,manual,1.324612399,0,0,1,0,0,pin,payment,,[],0.999916467,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
6cc1edb5-a335-4a3f-b4a4-7fca673c7664,ohall,d25434a1-dc79-4be8-9a60-728eb052eb6b,1409.558372,54:22.7,Payment to Fox-Moore for bill,6122cbdc-cb72-4222-9c27-29348500a5c0,98.31.158.189,"(-22.1950125, 148.80966)",86,1,79,66,1.344927568,3178.991001,5,services,app,,0,0,0,0,0,[],0.898514071,2,1.276705516,0.061105923,[],338,3178.991001,0.019347013,[],1,0,manual,1.676126584,0,0,1,0,0,pin,payment,,[],1.000313309,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
f5f959a1-ec2f-471b-8110-f9ddd72f635b,brockjonathan,b9576126-bd87-4dc0-a234-5ec744391d06,5054.601584,15:45.7,Payment to Carter-Roberts for bill,cf0e92e6-a653-4480-9f00-c03fd4ec9779,30.36.56.154,"(57.91037, 78.486619)",198,1,436,76,2.738341321,9681.828556,8,food,app,,0,0,0,0,0,[],0.981453106,0,0.817487218,0.064917783,[],242,9681.828556,0.057666063,[],1,0,manual,0.576232601,0,0,1,0,0,pin,payment,,[],1.000078823,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
c228fa6e-1864-48c8-a929-c39f42448330,thomaskelsey,0d3362b9-e350-4446-9054-92a7c9e4f099,2643.707286,32:30.6,Payment to Jackson-Hicks for products,6bf3f992-9926-479c-993e-b44f707def54,165.195.94.245,"(65.0354235, 14.658601)",56,1,143,10,2.381550551,11375.60714,20,food,app,,0,0,0,0,0,[],0.903221422,2,0.516381073,0.188816716,[],438,11375.60714,0.31289033,[],1,0,manual,1.569151631,0,0,1,0,0,pin,payment,,[],1.000110721,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
ad30e9ea-b677-49b6-b221-113a1468898d,betty03,fa0b428e-aadc-4dc8-85c1-40771e943b27,1579.202914,05:14.1,Payment to Carlson Ltd for bill,ad9498d1-af64-41f5-8494-6d0a597b2010,128.106.195.36,"(49.092942, 95.218318)",126,1,96,26,0.935679372,13343.86539,0,services,app,,0,0,0,0,0,[],0.801664498,1,0.872799762,0.199557889,[],429,13343.86539,0.027399673,[],1,0,manual,1.311352681,0,0,1,0,0,pin,payment,,[],0.999871508,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
6d04d0a5-34d1-4b0b-b2a8-c18585c49cf1,joshua47,48ddf4a7-904b-4720-926a-d9ea2d114062,4945.6079,27:30.5,Payment to Erickson-Rogers for bill,66dd5a25-5728-4d54-b892-9463d4156ba8,179.43.107.28,"(-47.2817715, -161.022842)",211,1,183,3,1.804896851,9620.139101,20,utilities,app,,0,0,0,0,0,[],0.857682264,2,1.275448409,0.112277128,[],300,9620.139101,0.183840936,[],1,0,manual,1.918114572,0,0,1,0,0,pin,payment,,[],1.000079283,0,0.0,0,0,0,unknown,0,0.0,0,none,0,none,none,none,0,verified,0
